Sector,CEO_Gender,Size,Security_Invest,Security_Breach_Att,Succ_Sec_Breaches,Sec_Rating,CEO_Sec_Exp,LOT_in_Business,Stock_Market
Health Care,Male,Small,19,40,16,Low,Medium,7,Yes
Hospitality,Female,Large,30,25,10,High,Medium,5,No
Hospitality,Male,Medium,16,40,3,High,High,8,Yes
Hospitality,Male,Large,46,98,40,Medium,High,21,No
Health Care,Female,Small,63,20,6,Medium,High,3,Yes
Banking,Male,Medium,64,30,3,High,Low,9,No
Banking,Female,Large,121,50,15,High,Medium,5,Yes
Health Care,Male,Large,139,24,12,Low,High,5,Yes
Health Care,Male,Small,17,96,44,Low,Low,9,No
Hospitality,Male,Large,271,97,46,Low,Low,25,Yes
Hospitality,Male,Small,18,55,13,High,High,16,Yes
Banking,Male,Small,16,44,14,Medium,Low,9,Yes
Banking,Male,Medium,26,24,4,Medium,Low,5,No
Hospitality,Male,Large,77,20,4,High,Medium,5,Yes
Hospitality,Male,Large,38,50,15,Medium,High,13,Yes
Hospitality,Male,Medium,59,20,4,High,High,2,Yes
Banking,Male,Small,23,79,27,Medium,High,8,Yes
Health Care,Male,Medium,42,35,17,Medium,High,6,Yes
Health Care,Male,Small,45,50,15,Medium,Medium,9,No
Health Care,Male,Medium,91,14,3,High,High,2,No
Hospitality,Male,Medium,71,51,11,High,Medium,10,No
Banking,Female,Small,31,27,7,Low,Medium,8,No
Health Care,Male,Medium,169,26,15,High,Medium,2,No
Health Care,Female,Medium,40,46,8,High,High,5,No
Banking,Male,Medium,40,41,19,Low,High,10,No
Health Care,Male,Medium,21,58,31,Low,Medium,19,No
Health Care,Male,Small,16,20,3,Medium,Medium,2,Yes
Health Care,Male,Small,16,37,15,Medium,High,1,Yes
Health Care,Male,Small,34,30,5,Medium,Low,2,Yes
Hospitality,Male,Small,25,83,34,Low,High,25,Yes
Hospitality,Male,Medium,31,54,20,Medium,Medium,12,Yes
Health Care,Male,Large,38,53,23,Low,Medium,8,No
Health Care,Male,Medium,31,14,10,Low,Medium,2,Yes
Banking,Male,Medium,31,47,16,Medium,Medium,5,Yes
Banking,Male,Medium,47,59,22,Medium,High,11,Yes
Hospitality,Male,Small,24,64,20,Medium,High,19,No
Health Care,Male,Large,63,24,2,High,Medium,4,Yes
Health Care,Female,Large,49,109,45,Low,High,25,Yes
Banking,Male,Medium,20,37,13,Low,High,2,No
Hospitality,Male,Small,20,84,35,Low,Low,4,Yes
Hospitality,Male,Large,32,64,25,Medium,Medium,17,Yes
Health Care,Female,Small,17,29,8,High,Medium,9,Yes
Health Care,Male,Large,54,44,11,Medium,Low,14,No
Health Care,Male,Large,39,82,27,Medium,Medium,20,No
Hospitality,Female,Small,39,37,12,Medium,High,6,Yes
Hospitality,Male,Large,50,17,14,Medium,Medium,3,No
Banking,Male,Large,89,32,11,Medium,Low,10,No
Banking,Female,Large,94,29,11,Medium,Low,7,No
Health Care,Male,Medium,34,39,14,Low,Low,12,No
Health Care,Female,Small,26,53,15,High,Medium,6,No
Health Care,Female,Medium,43,74,30,Medium,Low,14,Yes
Health Care,Female,Medium,25,82,36,Low,Low,19,Yes
Hospitality,Male,Small,12,38,15,Medium,Medium,12,Yes
Health Care,Male,Medium,49,36,10,High,Medium,11,Yes
Health Care,Male,Medium,46,29,13,Low,Low,8,No
Health Care,Male,Small,28,26,15,Low,Low,6,Yes
Banking,Male,Medium,83,70,22,Medium,Low,25,Yes
Hospitality,Male,Small,29,89,28,Medium,Low,9,Yes
Banking,Male,Large,52,73,32,Low,Low,15,Yes
Health Care,Male,Medium,56,23,4,High,Medium,6,Yes
Hospitality,Male,Small,94,26,0,Medium,Medium,7,No
Banking,Female,Large,113,34,6,High,Low,9,No
Health Care,Female,Small,71,56,13,Medium,High,11,No
Hospitality,Female,Medium,19,38,8,High,Medium,5,Yes
Hospitality,Male,Large,38,31,12,Medium,Low,4,No
Banking,Female,Large,40,50,22,Low,Low,3,Yes
Health Care,Female,Small,42,20,5,High,High,5,Yes
Hospitality,Male,Large,60,14,5,Low,High,2,Yes
Health Care,Male,Large,70,22,6,High,Low,5,No
Hospitality,Male,Medium,25,50,25,Medium,Low,17,Yes
Health Care,Male,Medium,58,83,19,High,Medium,25,Yes
Hospitality,Male,Small,58,28,9,Medium,Medium,7,No
Hospitality,Male,Medium,21,21,2,High,Medium,2,Yes
Health Care,Female,Medium,22,36,10,Low,Medium,5,Yes
Hospitality,Male,Large,55,40,14,Medium,Low,8,Yes
Banking,Male,Medium,26,22,8,High,Low,4,No
Banking,Female,Medium,40,20,11,High,Medium,2,Yes
Health Care,Male,Small,46,20,8,Low,High,3,No
Hospitality,Female,Small,51,50,16,Medium,Low,6,No
Health Care,Male,Small,17,20,9,Medium,High,2,No
Banking,Female,Small,16,15,11,Low,Medium,3,Yes
Banking,Male,Medium,30,63,18,Medium,Low,17,Yes
Banking,Male,Large,39,42,12,High,High,13,Yes
Hospitality,Male,Medium,18,15,10,Medium,Medium,1,Yes
Hospitality,Male,Medium,24,22,6,Medium,Medium,4,No
Hospitality,Female,Medium,31,25,2,High,Medium,7,No
Hospitality,Male,Medium,44,54,26,Low,Low,1,No
Health Care,Female,Medium,57,43,11,Medium,Medium,10,Yes
Hospitality,Male,Small,18,19,8,High,Medium,4,Yes
Hospitality,Male,Medium,71,31,13,High,Low,5,Yes
Health Care,Female,Small,12,23,4,High,Medium,3,Yes
Hospitality,Male,Small,26,23,10,High,Low,4,No
Hospitality,Male,Medium,48,56,27,Low,Low,16,Yes
Health Care,Female,Large,51,56,23,Medium,High,13,Yes
Health Care,Female,Medium,53,65,14,High,Low,22,Yes
Banking,Female,Large,156,43,21,Low,Medium,10,Yes
Health Care,Female,Medium,18,49,22,Low,High,7,Yes
Hospitality,Male,Medium,38,18,2,High,Low,3,No
Banking,Female,Large,31,40,8,High,Medium,9,Yes
Hospitality,Male,Large,50,105,38,Medium,Medium,19,Yes
Health Care,Female,Small,15,33,4,High,Medium,1,Yes
Hospitality,Male,Medium,47,32,4,High,Medium,5,Yes
Banking,Male,Small,19,32,4,High,Medium,2,Yes
Hospitality,Male,Medium,26,53,10,High,Low,14,Yes
Banking,Male,Large,44,91,32,Medium,Low,8,Yes
Banking,Male,Medium,24,52,11,High,High,17,Yes
Banking,Female,Medium,23,28,10,High,Low,1,No
Banking,Female,Large,104,54,9,High,High,19,Yes
Banking,Male,Medium,116,11,4,High,High,1,Yes
Banking,Female,Medium,37,33,13,Low,Low,3,Yes
Hospitality,Male,Large,87,33,14,Low,Low,2,No
Banking,Male,Medium,70,12,7,Low,Low,2,Yes
Hospitality,Male,Medium,36,18,0,High,Medium,2,Yes
Health Care,Female,Small,20,23,0,High,High,6,Yes
Hospitality,Male,Small,87,72,25,Medium,Low,13,Yes
Health Care,Male,Medium,92,63,21,Medium,Low,19,Yes
Banking,Male,Medium,23,33,3,High,Medium,7,Yes
Banking,Male,Large,105,38,19,Medium,Low,2,Yes
Banking,Male,Large,95,27,8,Low,Medium,1,No
Banking,Male,Large,95,60,19,Medium,Medium,6,No
Banking,Male,Small,56,78,22,High,Low,12,No
Banking,Male,Large,100,32,5,High,Medium,8,No
Banking,Female,Medium,39,40,11,Medium,Medium,7,Yes
Banking,Male,Medium,76,21,10,Low,Low,1,Yes
Hospitality,Male,Medium,25,33,9,Medium,Low,5,Yes
Banking,Male,Small,40,39,10,High,Medium,7,Yes
Hospitality,Female,Small,42,27,8,High,Medium,8,Yes
Hospitality,Female,Large,157,43,16,Medium,Low,1,No
Health Care,Female,Medium,223,14,9,Low,Low,2,Yes
Banking,Male,Medium,42,75,17,High,Low,24,Yes
Health Care,Female,Medium,37,27,10,Low,Low,6,Yes
Hospitality,Male,Large,87,44,19,Low,Medium,10,Yes
Banking,Male,Medium,50,63,7,High,Low,3,No
Health Care,Male,Medium,56,34,9,High,Medium,8,Yes
Health Care,Male,Small,20,30,6,High,Low,4,No
Banking,Female,Small,28,16,6,Medium,Medium,3,Yes
Banking,Female,Large,58,28,7,Medium,High,5,No
Health Care,Male,Medium,16,56,29,Low,Medium,5,Yes
Health Care,Male,Medium,46,57,25,Low,Low,4,Yes
Banking,Male,Medium,83,26,11,Medium,Low,3,No
Banking,Male,Large,189,48,20,Low,Low,8,Yes
Hospitality,Male,Medium,39,17,5,High,Medium,4,Yes
Hospitality,Female,Medium,62,23,5,Low,Low,2,Yes
Hospitality,Female,Medium,56,56,13,Medium,Low,12,Yes
Hospitality,Male,Small,18,40,13,Medium,High,11,Yes
Hospitality,Female,Large,34,86,30,Medium,Low,18,Yes
Health Care,Male,Large,116,47,16,Medium,High,7,Yes
Banking,Male,Large,50,36,8,High,High,3,No
Banking,Male,Large,79,47,15,Medium,High,16,No
Health Care,Male,Large,76,17,6,High,High,3,Yes
Health Care,Female,Medium,70,48,22,Medium,Low,9,No
Hospitality,Male,Large,94,24,18,Low,Low,2,Yes
Hospitality,Male,Medium,76,39,16,Medium,Low,8,Yes
Banking,Male,Small,46,44,8,Medium,Low,15,No
Hospitality,Female,Medium,297,33,11,High,Low,7,Yes
Hospitality,Male,Large,154,45,14,High,High,6,Yes
Banking,Female,Medium,23,85,37,Low,Low,25,No
Banking,Female,Large,233,22,12,Low,Low,1,No
Hospitality,Male,Small,22,34,12,Medium,Medium,4,Yes
Banking,Male,Medium,46,88,21,High,Low,21,Yes
Banking,Female,Medium,107,57,26,Low,Medium,9,Yes
Banking,Male,Small,18,33,6,High,Low,7,Yes
Banking,Female,Small,60,35,6,Medium,High,9,No
Banking,Male,Small,88,23,2,Medium,Medium,4,No
Health Care,Male,Large,150,20,11,Low,Medium,1,No
Hospitality,Female,Small,54,15,3,Low,Low,3,No
Health Care,Female,Small,19,30,5,Medium,High,4,Yes
Health Care,Female,Small,25,31,9,Low,Low,6,Yes
Hospitality,Male,Medium,62,40,16,Low,High,5,Yes
Banking,Female,Medium,19,26,16,Low,High,6,Yes
Hospitality,Female,Medium,86,13,4,Medium,Medium,2,Yes
Hospitality,Female,Medium,23,45,11,Medium,Medium,2,Yes
Health Care,Male,Small,32,18,10,Medium,Low,4,Yes
Hospitality,Male,Large,36,61,22,Medium,Medium,6,No
Banking,Female,Large,42,27,11,Low,High,4,Yes
Banking,Male,Small,34,25,10,Medium,Low,7,No
Hospitality,Male,Medium,48,16,7,Low,High,3,Yes
Hospitality,Male,Small,19,23,3,High,Medium,2,No
Hospitality,Male,Small,15,47,19,Low,Medium,16,Yes
Hospitality,Male,Large,79,48,8,High,Medium,2,No
Health Care,Male,Medium,75,93,40,Low,Low,25,Yes
Hospitality,Female,Small,17,80,22,High,Low,25,Yes
Banking,Male,Small,41,71,20,High,Low,10,Yes
Banking,Male,Large,60,26,5,High,Medium,6,Yes
Banking,Male,Large,209,68,16,High,High,13,No
Banking,Male,Large,35,74,30,Low,Medium,17,No
Banking,Male,Medium,16,45,21,Low,Medium,10,Yes
Banking,Male,Medium,19,15,2,Low,Low,1,Yes
Banking,Male,Medium,65,21,11,Low,High,1,No
Banking,Female,Small,76,59,21,Medium,Medium,2,Yes
Health Care,Male,Medium,71,13,3,Medium,Medium,2,Yes
Banking,Male,Medium,56,15,8,Low,High,2,Yes
Hospitality,Male,Small,13,37,11,Medium,High,6,Yes
Hospitality,Male,Large,45,39,18,Low,Medium,6,Yes
Health Care,Female,Small,80,37,13,Medium,High,11,Yes
Banking,Female,Medium,47,36,12,High,Medium,2,Yes
Hospitality,Male,Small,27,49,18,Medium,High,1,Yes
Health Care,Male,Medium,49,30,13,Medium,Medium,9,Yes
Health Care,Male,Small,16,76,27,Medium,Low,6,No
Health Care,Male,Small,67,34,8,High,High,9,Yes
Banking,Female,Medium,50,22,11,Low,Low,4,Yes
Banking,Male,Medium,36,37,10,High,Low,12,No
Health Care,Male,Medium,35,42,13,Medium,Low,10,Yes
Health Care,Male,Small,55,75,22,Medium,Low,9,No
Hospitality,Male,Medium,27,12,1,High,Low,1,No
Hospitality,Male,Medium,20,59,13,High,Medium,16,No
Banking,Male,Small,17,21,9,Medium,High,4,Yes
Health Care,Female,Large,35,12,5,Low,Low,2,Yes
Banking,Male,Medium,38,102,23,High,High,12,No
Banking,Male,Small,40,40,13,Medium,Low,6,Yes
Hospitality,Male,Large,199,29,9,Medium,Low,1,Yes
Hospitality,Female,Large,116,55,21,Low,Medium,13,Yes
Banking,Male,Large,84,21,11,Medium,High,5,No
Banking,Female,Medium,80,40,9,High,Low,12,Yes
Hospitality,Female,Medium,87,44,17,Low,Low,12,Yes
Banking,Female,Small,43,90,17,High,Low,1,Yes
Hospitality,Male,Medium,17,43,19,Low,High,8,Yes
Banking,Male,Large,51,25,12,Low,Low,4,Yes
Hospitality,Male,Medium,28,34,9,Medium,Medium,7,Yes
Hospitality,Male,Large,401,47,12,High,High,1,Yes
Banking,Male,Small,27,30,4,High,Medium,8,Yes
Hospitality,Male,Medium,62,45,10,High,High,13,No
Banking,Female,Large,135,76,37,Low,High,25,Yes
Banking,Male,Large,96,51,12,High,Medium,4,No
Health Care,Male,Large,31,34,6,High,Medium,2,Yes
Banking,Male,Large,31,30,17,Low,Low,4,Yes
Health Care,Male,Medium,71,15,5,Medium,High,1,No
Banking,Male,Medium,59,22,6,Medium,Low,5,No
Health Care,Male,Large,78,63,19,Medium,High,20,Yes
Health Care,Male,Medium,24,51,9,High,Low,2,Yes
Hospitality,Male,Small,14,58,27,Low,Low,6,Yes
Hospitality,Female,Medium,21,32,13,Medium,Low,7,Yes
Hospitality,Female,Medium,43,17,7,Low,Medium,2,Yes
Hospitality,Female,Small,31,49,16,Medium,Low,4,Yes
Health Care,Male,Large,207,65,18,High,Low,20,No
Health Care,Male,Small,90,15,2,Low,Low,3,Yes
Health Care,Male,Medium,43,35,12,Medium,Low,9,Yes
Banking,Male,Large,145,26,6,High,Medium,2,Yes
Health Care,Male,Medium,69,72,19,High,Medium,9,Yes
Health Care,Male,Large,117,22,9,Medium,Low,3,No
Banking,Male,Medium,34,18,6,Low,Medium,3,No
Banking,Male,Large,60,19,12,Medium,High,2,No
Health Care,Female,Small,19,10,0,High,Medium,1,No
Hospitality,Male,Small,81,103,24,High,High,25,Yes
Health Care,Male,Large,142,20,11,Low,Low,5,No
Banking,Male,Large,42,39,7,High,High,13,Yes
Health Care,Male,Small,19,73,33,Low,Medium,21,Yes
Banking,Male,Large,84,14,4,Low,Medium,2,Yes
Banking,Male,Medium,32,54,17,Medium,Medium,17,Yes
Banking,Male,Large,45,42,15,Low,Low,10,Yes
Health Care,Female,Medium,66,48,23,Low,Low,7,No
Hospitality,Female,Medium,15,49,14,High,Medium,14,Yes
Hospitality,Male,Medium,29,56,21,Medium,Low,1,No
Hospitality,Male,Medium,101,23,4,High,Medium,3,No
Health Care,Male,Medium,62,49,13,High,High,2,No
Hospitality,Female,Medium,32,63,21,High,Medium,19,No
Health Care,Male,Small,78,20,7,Medium,Low,1,No
Hospitality,Male,Small,69,117,49,Low,Low,25,Yes
Hospitality,Male,Small,13,26,6,Medium,Low,1,Yes
Hospitality,Male,Large,38,31,11,Low,Low,9,No
Banking,Female,Medium,31,43,14,High,Low,9,No
Health Care,Male,Large,195,65,23,Medium,Low,22,No
Hospitality,Male,Large,146,22,5,Low,Low,4,No
Banking,Male,Medium,17,44,19,Medium,Low,4,Yes
Health Care,Male,Large,74,61,16,High,High,15,No
Hospitality,Female,Small,43,74,33,Low,High,25,No
Hospitality,Female,Small,20,9,8,Low,Low,1,Yes
Health Care,Male,Medium,57,40,9,High,Low,9,Yes
Hospitality,Male,Medium,30,18,12,Low,Medium,3,No
Banking,Male,Large,50,34,8,Low,Low,11,Yes
Health Care,Male,Medium,31,37,10,Medium,Medium,12,No
Hospitality,Male,Small,87,53,20,Medium,Medium,12,Yes
Hospitality,Male,Large,177,27,14,Medium,Low,5,Yes
Banking,Male,Medium,95,16,1,Medium,High,2,Yes
Health Care,Male,Small,74,58,13,High,High,8,Yes
Hospitality,Male,Medium,21,65,16,High,High,13,Yes
Hospitality,Female,Large,171,66,13,High,Low,20,Yes
Health Care,Male,Large,44,24,7,Medium,High,5,No
Health Care,Male,Medium,74,25,15,Low,Medium,3,Yes
Banking,Male,Medium,40,32,4,High,Medium,2,Yes
Banking,Male,Small,18,39,16,Low,High,13,No
Banking,Male,Medium,32,38,10,High,High,7,Yes
Health Care,Male,Large,65,48,22,Low,High,9,No
Banking,Female,Medium,58,37,6,High,Low,2,Yes
Hospitality,Male,Small,35,13,2,High,Medium,1,No
Health Care,Male,Large,136,72,24,Medium,Medium,25,Yes
Health Care,Male,Large,61,45,21,Low,High,14,No
Hospitality,Male,Medium,59,59,23,Low,Medium,5,Yes
Health Care,Male,Small,51,21,11,Medium,Medium,5,Yes
Banking,Male,Small,13,83,38,Low,Medium,22,No
Health Care,Male,Small,23,76,22,High,Low,2,No
Banking,Male,Medium,86,83,27,Medium,High,13,No
Hospitality,Male,Small,42,17,2,Medium,Low,1,Yes
Health Care,Male,Large,63,76,23,Medium,Medium,17,Yes
Banking,Male,Large,42,43,17,Medium,High,8,Yes
Banking,Male,Medium,18,52,22,Low,Medium,6,Yes
Health Care,Female,Medium,24,34,3,High,High,10,Yes
Health Care,Female,Medium,24,31,8,High,High,1,No
Hospitality,Male,Large,58,25,10,Low,Low,2,Yes
Health Care,Female,Large,42,31,13,Low,Medium,5,Yes
Hospitality,Male,Small,15,46,6,High,High,8,Yes
Banking,Female,Small,58,16,2,Low,Medium,2,No
Hospitality,Male,Large,47,18,6,Low,Medium,4,Yes
Banking,Male,Medium,42,24,5,Medium,Medium,3,Yes
Health Care,Male,Small,17,34,13,Low,Low,9,No
Hospitality,Male,Medium,37,63,30,Low,Medium,21,Yes
Hospitality,Male,Large,50,109,24,High,Low,2,Yes
Hospitality,Male,Small,14,15,2,Medium,Low,2,Yes
Health Care,Male,Large,281,31,6,High,Medium,8,Yes
Banking,Female,Small,27,25,8,Low,Medium,5,Yes
Hospitality,Male,Large,61,44,10,High,Low,11,Yes
Hospitality,Female,Medium,22,45,18,Medium,High,3,Yes
Hospitality,Male,Small,29,27,11,Low,Medium,7,Yes
Banking,Male,Large,93,31,8,High,High,4,Yes
Health Care,Male,Large,52,21,0,High,Medium,3,Yes
Health Care,Male,Large,70,58,26,Low,Low,11,Yes
Hospitality,Male,Medium,24,53,17,High,High,13,Yes
Health Care,Female,Medium,39,40,14,Medium,Medium,4,Yes
Health Care,Male,Medium,65,55,14,High,Medium,8,No
Health Care,Male,Medium,17,48,12,High,Medium,2,Yes
Banking,Female,Large,75,121,59,Low,Low,13,No
Hospitality,Male,Small,24,28,16,Low,Low,3,No
Hospitality,Female,Small,13,27,6,Medium,Low,2,Yes
Hospitality,Female,Medium,107,66,20,High,Medium,23,No
Health Care,Male,Small,19,21,11,Medium,High,5,Yes
Health Care,Male,Large,81,39,8,Medium,High,9,Yes
Health Care,Male,Medium,30,59,26,Low,Low,14,No
Hospitality,Female,Medium,25,36,10,High,High,10,Yes
Banking,Male,Large,76,30,2,Medium,Medium,7,Yes
Health Care,Male,Medium,53,35,6,High,Low,4,Yes
Health Care,Female,Medium,65,63,13,High,High,21,No
Banking,Male,Small,37,23,8,Low,Low,2,Yes
Health Care,Female,Medium,39,63,31,Low,Low,18,No
Health Care,Male,Small,49,69,17,High,Low,10,Yes
Hospitality,Male,Medium,39,32,15,Low,Medium,7,Yes
Hospitality,Female,Medium,134,20,5,High,Low,4,Yes
Hospitality,Male,Small,30,14,10,High,High,2,Yes
Banking,Male,Medium,28,24,8,High,Medium,5,No
Hospitality,Male,Small,26,44,19,Low,Medium,13,Yes
Health Care,Male,Large,72,55,23,Low,Low,11,Yes
Banking,Male,Small,20,43,8,High,High,9,Yes
Hospitality,Female,Large,40,86,35,Low,Medium,25,Yes
Hospitality,Male,Medium,33,84,17,High,Medium,25,Yes
Hospitality,Male,Medium,89,29,13,Medium,High,5,No
Health Care,Male,Small,19,51,15,Medium,Low,2,No
Hospitality,Male,Large,58,45,17,Medium,Medium,5,Yes
Hospitality,Female,Small,47,48,10,High,Medium,15,Yes
Health Care,Female,Medium,18,27,7,Medium,Medium,5,No
Hospitality,Male,Large,138,22,6,Medium,Low,4,Yes
Banking,Male,Large,109,55,19,High,Low,11,Yes
Hospitality,Male,Medium,41,35,17,High,Low,9,Yes
Banking,Male,Large,44,84,19,High,High,25,Yes
Banking,Male,Medium,18,29,11,Low,Low,7,Yes
Hospitality,Male,Small,18,72,20,High,Low,25,Yes
Hospitality,Female,Medium,62,14,5,Medium,High,3,No
Health Care,Male,Medium,103,127,29,High,Medium,17,Yes
Hospitality,Female,Medium,59,20,6,High,Medium,4,Yes
Hospitality,Male,Large,76,68,32,Low,Medium,14,Yes
Hospitality,Male,Medium,113,85,29,Medium,Medium,21,Yes
Banking,Female,Small,56,31,7,High,Medium,8,No
Hospitality,Male,Large,96,42,24,Low,Low,11,No
Banking,Female,Small,12,96,21,High,High,25,Yes
Health Care,Male,Large,51,34,13,Low,Low,4,Yes
Banking,Male,Large,53,28,5,High,Low,6,Yes
Hospitality,Female,Large,56,99,49,Low,Low,19,No
Banking,Male,Large,60,35,6,Medium,High,9,No
Health Care,Female,Small,82,53,26,Low,Medium,17,Yes
Hospitality,Female,Medium,59,29,12,Low,High,8,No
Hospitality,Male,Small,41,52,23,Medium,Medium,11,Yes
Banking,Male,Small,25,9,4,Medium,Low,1,Yes
Health Care,Male,Medium,28,45,13,Low,Low,4,Yes
Banking,Male,Small,15,42,15,High,Medium,12,Yes
Health Care,Female,Large,67,26,10,Low,Low,5,Yes
Banking,Male,Large,44,41,4,High,Low,4,Yes
Banking,Male,Medium,31,94,31,Medium,High,25,Yes
Banking,Male,Medium,21,32,11,Medium,High,7,No
Hospitality,Male,Medium,29,24,7,Low,Low,2,No
Hospitality,Female,Large,32,39,9,Medium,High,6,No
Banking,Male,Medium,15,39,14,Medium,Medium,6,Yes
Health Care,Female,Small,62,80,32,Low,Low,25,Yes
Hospitality,Male,Medium,48,62,24,Low,Medium,11,Yes
Hospitality,Male,Medium,44,49,26,Low,Low,6,Yes
Hospitality,Male,Large,75,47,20,Low,Low,5,Yes
Hospitality,Male,Small,44,61,23,Low,Low,20,Yes
Hospitality,Female,Small,45,33,12,Low,High,9,Yes
Banking,Male,Large,201,19,5,High,Medium,4,No
Banking,Female,Large,47,45,17,Medium,High,5,Yes
Health Care,Male,Large,126,15,7,Medium,Low,3,Yes
Health Care,Male,Medium,169,71,34,Low,Low,25,Yes
Hospitality,Male,Medium,16,71,25,Medium,High,10,No
Banking,Male,Medium,30,19,8,Medium,Medium,4,Yes
Hospitality,Male,Small,26,13,1,High,High,2,Yes
Hospitality,Male,Medium,71,47,8,High,Low,2,Yes
Banking,Female,Small,12,27,13,Medium,High,6,Yes
Banking,Male,Small,34,53,26,Low,Medium,6,Yes
Health Care,Male,Large,169,26,8,Medium,Low,5,No
Hospitality,Male,Small,15,54,22,Low,High,16,Yes
Banking,Male,Large,37,71,24,High,High,25,Yes
Banking,Female,Small,223,54,10,High,Low,4,Yes
Banking,Male,Small,55,36,13,Medium,High,3,No
Health Care,Male,Medium,54,40,7,High,High,12,Yes
Banking,Male,Large,61,39,12,Medium,Low,5,No
Banking,Male,Medium,78,13,2,Medium,Low,2,No
Health Care,Male,Large,190,23,3,Low,Medium,2,Yes
Banking,Male,Small,44,18,7,Medium,Low,3,No
Hospitality,Male,Large,61,38,11,High,Medium,1,Yes
Banking,Male,Small,33,75,16,High,High,23,Yes
Banking,Female,Large,36,57,27,Medium,Medium,5,Yes
Banking,Male,Medium,21,22,8,Medium,Medium,1,Yes
Health Care,Female,Large,125,22,6,High,Low,2,Yes
Health Care,Male,Medium,16,34,9,High,High,4,Yes
Health Care,Female,Small,13,47,14,Medium,Low,7,No
Hospitality,Male,Large,74,32,8,Medium,Low,10,Yes
Health Care,Male,Small,16,25,3,High,Medium,3,No
Banking,Male,Small,20,91,21,High,High,25,Yes
Banking,Male,Large,61,44,12,High,High,12,No
Health Care,Male,Small,30,42,17,Low,High,14,Yes
Banking,Male,Small,20,17,9,Low,High,4,Yes
Banking,Male,Medium,37,40,6,High,Medium,4,No
Banking,Male,Large,58,27,4,High,Low,7,No
Banking,Male,Small,14,22,5,Medium,Medium,5,Yes
Banking,Female,Medium,81,19,0,Medium,Low,3,No
Hospitality,Male,Medium,26,71,16,High,Low,25,Yes
Hospitality,Male,Large,88,47,8,High,Low,16,Yes
Health Care,Male,Large,82,45,12,High,Low,3,No
Health Care,Male,Large,43,57,27,Low,Medium,18,Yes
Hospitality,Male,Medium,16,40,5,High,Medium,8,Yes
Banking,Female,Medium,78,38,16,Low,Medium,1,Yes
Hospitality,Male,Small,29,73,14,High,High,4,Yes
Hospitality,Male,Medium,32,26,12,Low,Medium,1,Yes
Banking,Male,Large,119,54,11,High,High,1,Yes
Hospitality,Male,Large,32,20,5,Medium,Medium,2,Yes
Hospitality,Female,Small,48,45,10,High,Low,6,Yes
Hospitality,Female,Medium,32,58,21,Medium,Low,4,Yes
Hospitality,Male,Medium,41,12,5,Low,Medium,2,No
Banking,Male,Medium,60,25,7,High,High,5,No
Health Care,Male,Large,79,34,14,Medium,Low,3,No
Health Care,Male,Medium,17,25,8,Medium,High,5,Yes
Banking,Male,Small,44,12,0,High,Medium,2,Yes
Health Care,Male,Large,126,51,13,Medium,Low,8,No
Hospitality,Male,Medium,35,12,0,High,Medium,1,Yes
Health Care,Male,Small,26,22,8,Medium,Medium,4,No
Health Care,Male,Small,19,90,18,High,Low,19,Yes
Hospitality,Female,Large,94,23,8,High,Medium,5,No
Banking,Male,Large,163,53,10,High,High,5,Yes
Banking,Female,Medium,50,17,3,High,Medium,1,Yes
Hospitality,Male,Small,48,64,26,Medium,Low,8,No
Hospitality,Male,Small,57,95,23,High,High,23,No
Banking,Female,Small,18,22,2,High,Low,3,Yes
Banking,Female,Medium,32,55,11,Medium,Low,4,Yes
Health Care,Male,Medium,34,42,15,Medium,Medium,8,No
Health Care,Male,Medium,42,19,5,High,High,1,Yes
Hospitality,Female,Large,33,80,37,Low,Medium,25,Yes
Banking,Male,Small,34,22,8,Medium,Medium,6,Yes
