Sector,CEO_Gender,Size,Security_Invest,Security_Breach_Att,Succ_Sec_Breaches,Sec_Rating,CEO_Sec_Exp,LOT_in_Business,Stock_Market
Health Care,Male,Large,89,45,24,Medium,High,17,No
Health Care,Male,Small,36,56,24,High,Medium,11,No
Hospitality,Male,Large,91,86,43,Medium,Low,16,Yes
Banking,Male,Medium,21,14,2,Low,Low,22,Yes
Banking,Male,Small,36,16,4,Low,Medium,25,No
Banking,Male,Medium,18,14,1,High,Medium,1,No
Health Care,Male,Medium,141,42,20,High,Low,20,Yes
Hospitality,Female,Small,97,175,59,Medium,Medium,24,No
Health Care,Female,Large,50,53,30,Low,Low,4,Yes
Hospitality,Female,Small,128,152,49,Low,High,14,Yes
Banking,Male,Large,23,20,2,Low,Low,22,No
Hospitality,Male,Small,106,133,51,High,Low,21,Yes
Hospitality,Female,Small,73,219,101,High,High,5,Yes
Banking,Male,Medium,15,6,1,Low,High,1,Yes
Banking,Female,Small,38,18,3,High,Medium,3,No
Banking,Female,Small,31,9,2,Low,High,1,No
Banking,Female,Medium,21,24,4,High,Medium,19,No
Hospitality,Male,Small,79,115,45,Low,Medium,11,Yes
Banking,Male,Large,35,14,2,High,High,19,No
Hospitality,Male,Small,45,71,38,High,High,6,Yes
Banking,Male,Medium,10,7,1,Medium,High,24,Yes
Health Care,Male,Large,46,50,26,High,Low,5,Yes
Banking,Male,Small,39,20,4,Medium,High,17,No
Banking,Male,Medium,18,17,2,High,Low,25,Yes
Banking,Female,Medium,23,7,1,Medium,Medium,20,Yes
Banking,Female,Large,60,13,1,Medium,Medium,6,No
Hospitality,Male,Large,160,60,21,Low,Medium,6,No
Banking,Male,Small,48,11,2,Medium,Low,7,No
Health Care,Female,Medium,47,61,24,Medium,Low,18,Yes
Health Care,Male,Medium,42,15,6,Medium,Medium,16,Yes
Health Care,Female,Small,35,16,6,Medium,Medium,21,Yes
Hospitality,Male,Small,109,116,46,Medium,High,5,Yes
Health Care,Female,Small,34,47,11,Medium,High,7,No
Banking,Male,Large,42,18,2,High,Low,12,Yes
Hospitality,Male,Large,187,78,28,High,Medium,4,Yes
Health Care,Male,Medium,138,17,6,Low,High,16,No
Banking,Male,Medium,12,21,3,Low,High,5,No
Hospitality,Male,Small,58,300,146,High,High,10,Yes
Hospitality,Female,Small,130,106,62,High,Medium,20,Yes
Banking,Female,Small,22,14,2,Low,Medium,13,Yes
Health Care,Male,Large,68,33,18,Low,Medium,11,Yes
Hospitality,Female,Medium,320,21,13,Medium,Medium,9,Yes
Banking,Female,Large,78,18,1,High,Medium,18,No
Banking,Male,Small,41,16,2,Low,Medium,25,Yes
Health Care,Male,Medium,35,59,16,Low,Low,20,Yes
Health Care,Female,Large,89,37,16,High,Low,18,Yes
Hospitality,Female,Large,132,45,25,Low,Low,19,Yes
Hospitality,Male,Small,38,105,54,High,Low,19,Yes
Banking,Male,Small,40,10,1,Medium,Low,23,No
Banking,Male,Medium,12,17,2,High,Medium,21,Yes
Banking,Male,Medium,15,23,4,High,Medium,13,No
Hospitality,Male,Small,76,132,61,Medium,High,15,Yes
Hospitality,Female,Large,163,25,9,Low,High,21,Yes
Hospitality,Male,Medium,357,157,61,Low,Low,2,Yes
Banking,Male,Medium,18,10,1,Medium,High,23,No
Banking,Male,Small,38,20,3,Low,Low,17,No
Hospitality,Female,Large,226,42,18,High,Low,1,Yes
Banking,Male,Small,32,9,1,Low,Medium,6,No
Banking,Male,Small,24,16,2,Low,Low,15,Yes
Health Care,Male,Small,34,18,5,Low,Low,23,Yes
Health Care,Female,Large,63,37,11,Low,High,9,No
Banking,Female,Small,23,12,1,Medium,Low,4,No
Hospitality,Male,Small,92,228,89,High,High,8,Yes
Banking,Male,Medium,19,23,5,High,Medium,20,Yes
Banking,Male,Large,22,17,2,Medium,High,3,No
Hospitality,Male,Large,138,79,30,Low,High,25,Yes
Health Care,Male,Small,27,52,20,Low,Low,16,Yes
Banking,Male,Small,42,11,2,Low,Low,7,No
Health Care,Female,Small,32,32,15,Low,High,17,Yes
Banking,Female,Small,48,19,4,Medium,High,16,Yes
Hospitality,Male,Large,151,70,40,High,High,9,No
Hospitality,Male,Small,87,64,35,High,High,1,Yes
Health Care,Male,Medium,52,22,9,High,Low,9,Yes
Hospitality,Male,Large,127,22,11,Medium,High,16,Yes
Hospitality,Male,Large,103,42,20,Medium,High,15,No
Hospitality,Female,Medium,278,88,34,Low,Medium,24,No
Hospitality,Male,Large,195,32,18,Medium,Low,2,Yes
Hospitality,Male,Small,83,282,119,High,Medium,2,Yes
Hospitality,Female,Medium,107,94,41,Low,Medium,17,Yes
Banking,Female,Small,18,12,2,Low,High,25,No
Health Care,Male,Medium,116,48,14,Low,Medium,9,Yes
Hospitality,Male,Small,53,186,62,Medium,High,1,Yes
Health Care,Female,Small,37,32,7,Low,Medium,9,No
Health Care,Male,Small,26,37,15,Low,Low,24,No
Banking,Female,Medium,16,14,3,Medium,High,2,Yes
Health Care,Male,Medium,117,18,8,Low,Medium,17,No
Banking,Female,Large,18,18,2,High,Medium,20,No
Banking,Male,Small,38,14,1,High,High,22,No
Health Care,Male,Large,76,26,14,Medium,High,17,Yes
Hospitality,Male,Large,101,86,42,Medium,High,18,Yes
Health Care,Female,Medium,76,62,24,High,Low,22,Yes
Hospitality,Female,Large,153,83,47,High,High,12,Yes
Hospitality,Female,Large,157,35,12,Medium,Medium,17,Yes
Health Care,Male,Large,54,25,8,Medium,High,18,Yes
Banking,Male,Large,16,22,4,High,Low,23,Yes
Health Care,Male,Small,31,47,16,Medium,Low,3,Yes
Banking,Male,Small,37,14,3,Medium,High,7,No
Hospitality,Male,Large,85,29,9,Low,Medium,17,Yes
Health Care,Female,Medium,62,23,9,High,Medium,17,Yes
Hospitality,Male,Medium,141,301,144,Low,High,22,Yes
Hospitality,Male,Large,104,67,24,Low,Medium,24,Yes
Banking,Female,Large,71,15,1,Low,Medium,16,No
Health Care,Male,Small,26,43,15,Medium,Medium,16,Yes
Hospitality,Female,Small,33,186,74,High,High,12,Yes
Banking,Male,Medium,14,23,2,Medium,Medium,14,No
Hospitality,Female,Medium,312,284,141,Low,High,3,Yes
Health Care,Male,Medium,63,47,25,Medium,Low,22,Yes
Banking,Female,Medium,25,20,3,Medium,High,9,Yes
Banking,Male,Medium,10,17,2,Low,Medium,11,No
Health Care,Male,Small,34,58,20,Medium,Medium,12,Yes
Banking,Male,Small,16,17,5,High,Low,16,No
Banking,Female,Large,12,14,2,Medium,High,2,No
Hospitality,Female,Medium,370,287,96,Medium,Medium,21,Yes
Hospitality,Male,Large,85,46,25,High,High,5,Yes
Hospitality,Male,Small,42,210,96,Low,Medium,17,Yes
Health Care,Female,Large,72,32,18,High,Medium,23,No
Health Care,Male,Medium,45,52,25,High,Medium,19,Yes
Banking,Female,Small,48,17,4,Medium,Low,19,No
Health Care,Male,Medium,147,62,24,Low,Medium,8,Yes
Banking,Male,Large,17,11,1,Medium,Medium,18,Yes
Hospitality,Male,Medium,181,29,18,Low,Medium,6,Yes
Health Care,Female,Small,34,20,7,High,Medium,24,No
Hospitality,Male,Medium,396,48,22,Low,Medium,10,Yes
Health Care,Male,Small,34,39,9,Medium,High,7,Yes
Health Care,Male,Small,25,51,10,Medium,Low,22,Yes
Hospitality,Male,Medium,44,181,68,Low,High,2,No
Health Care,Male,Medium,51,36,12,Low,Medium,19,Yes
Banking,Male,Small,26,15,2,Medium,Low,16,No
Hospitality,Male,Small,48,288,160,Medium,High,12,No
Health Care,Female,Medium,13,48,17,High,Medium,9,Yes
Health Care,Male,Medium,85,63,27,Medium,High,10,Yes
Hospitality,Male,Medium,369,264,136,Medium,Low,4,Yes
Hospitality,Female,Small,112,266,91,Low,High,16,Yes
Health Care,Male,Large,65,45,17,Medium,Low,16,Yes
Hospitality,Male,Medium,258,191,98,Medium,Medium,2,Yes
Health Care,Male,Large,48,35,20,Low,High,24,Yes
Health Care,Male,Large,77,49,18,Low,High,22,Yes
Banking,Male,Large,27,15,2,Medium,Low,3,No
Health Care,Male,Large,89,26,13,Low,High,13,Yes
Banking,Male,Large,78,9,1,Medium,Low,16,No
Health Care,Female,Medium,101,60,21,Low,High,9,Yes
Banking,Male,Large,40,22,4,Medium,High,24,No
Hospitality,Male,Medium,413,36,16,Medium,High,22,Yes
Health Care,Male,Large,83,36,16,High,High,23,Yes
Banking,Male,Large,25,12,1,Low,Low,19,Yes
Banking,Male,Small,50,11,2,High,Low,12,Yes
Hospitality,Male,Large,134,29,12,High,Low,10,Yes
Hospitality,Female,Large,228,27,9,Medium,Low,21,Yes
Banking,Male,Small,45,11,2,High,High,4,No
Banking,Male,Medium,23,15,2,Medium,High,6,No
Health Care,Male,Medium,103,27,14,Medium,Medium,25,No
Banking,Female,Medium,15,23,3,High,Medium,21,Yes
Hospitality,Female,Large,134,71,23,High,High,6,Yes
Hospitality,Female,Large,160,85,49,Medium,High,10,No
Hospitality,Female,Small,66,287,124,Low,Low,7,No
Health Care,Male,Small,31,50,11,Low,Low,12,No
Banking,Female,Small,38,12,2,Medium,Low,24,No
Banking,Male,Large,41,19,2,Low,High,22,No
Banking,Male,Large,58,20,3,High,Medium,7,No
Hospitality,Female,Large,106,37,18,Medium,Medium,2,Yes
Banking,Male,Medium,24,13,2,High,High,3,No
Hospitality,Female,Large,229,50,19,Medium,High,4,No
Banking,Male,Large,21,17,2,Medium,High,18,No
Hospitality,Male,Medium,31,205,90,High,High,23,Yes
Banking,Female,Medium,22,23,3,Medium,Medium,18,Yes
Banking,Male,Large,83,10,1,Low,High,13,No
Banking,Male,Small,31,11,1,Medium,Low,13,Yes
Hospitality,Male,Large,82,87,32,Medium,High,24,Yes
Health Care,Female,Large,48,37,15,Low,High,17,No
Banking,Male,Medium,13,15,3,High,High,3,Yes
Hospitality,Male,Large,163,58,18,Low,Low,24,Yes
Hospitality,Male,Medium,142,182,54,Medium,High,7,Yes
Hospitality,Male,Large,146,50,18,Medium,Medium,9,Yes
Hospitality,Male,Small,99,228,88,Medium,Low,23,Yes
Health Care,Male,Large,56,44,14,Low,Low,17,Yes
Hospitality,Female,Medium,288,175,57,High,High,10,Yes
Hospitality,Male,Large,166,35,11,Medium,Medium,13,Yes
Banking,Male,Medium,14,11,2,High,Medium,13,Yes
Banking,Female,Small,19,14,3,Medium,High,19,No
Banking,Male,Medium,12,11,2,Low,High,1,No
Banking,Male,Small,45,13,3,High,High,18,No
Hospitality,Female,Medium,426,112,63,High,High,19,Yes
Banking,Male,Medium,19,9,2,Medium,Low,10,Yes
Hospitality,Female,Large,149,68,40,Medium,Low,21,Yes
Health Care,Female,Small,32,19,4,Low,Low,3,No
Health Care,Female,Medium,66,54,14,Medium,Medium,6,No
Health Care,Male,Small,29,21,5,High,Medium,21,No
Banking,Male,Large,40,9,1,High,Medium,10,No
Banking,Female,Small,36,14,3,Medium,Medium,14,No
Hospitality,Male,Small,110,245,144,Low,High,8,Yes
Hospitality,Male,Small,55,312,158,Low,Low,1,Yes
Hospitality,Male,Medium,139,76,38,Low,Medium,18,Yes
Banking,Male,Large,33,11,1,Low,Low,20,No
Banking,Male,Large,64,18,2,Low,Medium,13,Yes
Banking,Male,Large,37,11,2,Low,High,22,No
Hospitality,Male,Medium,207,227,92,High,Low,10,Yes
Health Care,Male,Large,84,47,25,High,Low,1,Yes
Hospitality,Female,Large,211,39,16,Low,Low,24,Yes
Health Care,Male,Medium,91,30,14,Medium,High,13,Yes
Banking,Male,Small,50,11,2,Low,Medium,22,Yes
Banking,Male,Small,43,13,1,High,High,9,No
Banking,Male,Small,28,18,4,Medium,High,19,No
Banking,Male,Large,25,11,1,High,High,5,No
Health Care,Female,Large,51,29,16,Low,Medium,9,Yes
Banking,Male,Small,39,13,3,Low,Medium,18,Yes
Health Care,Male,Small,38,17,5,Medium,Low,10,No
Banking,Male,Large,66,13,1,Low,Low,8,No
Health Care,Male,Small,39,59,28,Medium,High,18,Yes
Health Care,Female,Medium,41,20,7,Medium,Low,19,Yes
Health Care,Male,Large,43,26,8,High,High,2,Yes
Banking,Female,Medium,19,16,3,High,Low,2,No
Banking,Male,Medium,16,7,1,Medium,Low,6,No
Hospitality,Male,Large,90,37,12,Medium,Medium,21,Yes
Banking,Female,Large,39,15,2,High,Low,19,No
Health Care,Male,Small,31,41,8,Medium,High,18,Yes
Hospitality,Male,Large,176,35,19,Low,Medium,21,No
Hospitality,Male,Small,32,190,87,Medium,Medium,21,Yes
Hospitality,Male,Large,209,25,13,Medium,High,9,Yes
Banking,Male,Medium,22,10,2,Medium,High,12,No
Hospitality,Male,Small,90,133,43,Low,Medium,21,Yes
Banking,Female,Medium,18,17,4,High,Medium,3,Yes
Health Care,Male,Medium,78,29,15,Low,High,11,Yes
Hospitality,Male,Large,171,82,34,Low,Medium,5,Yes
Health Care,Male,Medium,111,22,10,High,Medium,15,Yes
Banking,Male,Small,24,8,2,Medium,High,2,No
Health Care,Male,Small,27,28,11,Low,High,22,Yes
Hospitality,Male,Large,144,40,22,High,Low,17,No
Banking,Male,Large,85,14,2,Medium,High,5,Yes
Health Care,Male,Small,25,16,5,Medium,Medium,5,No
Hospitality,Male,Medium,391,139,75,Medium,High,5,Yes
Banking,Male,Medium,22,24,4,Medium,Low,2,No
Banking,Female,Small,17,8,1,High,Low,25,No
Hospitality,Male,Small,41,234,72,Low,High,5,Yes
Health Care,Male,Small,26,34,12,Low,Low,10,No
Banking,Female,Small,38,19,2,Medium,Low,18,No
Banking,Female,Small,30,16,4,Medium,High,4,No
Banking,Female,Medium,25,22,3,High,Low,1,No
Health Care,Female,Medium,104,31,13,Low,Medium,23,Yes
Banking,Female,Medium,18,5,1,High,High,6,No
Hospitality,Male,Medium,210,211,120,Medium,Low,17,Yes
Banking,Female,Medium,17,16,2,High,Low,9,Yes
Banking,Male,Large,18,19,3,Medium,High,1,No
Health Care,Female,Large,81,39,17,Medium,Medium,7,Yes
Health Care,Male,Small,39,43,10,Medium,Low,22,No
Banking,Female,Small,32,12,2,Medium,Medium,22,Yes
Banking,Male,Small,25,8,2,High,High,12,No
Hospitality,Male,Small,48,143,51,High,Medium,18,Yes
Health Care,Female,Medium,134,19,9,High,Medium,18,Yes
Hospitality,Male,Large,218,82,41,High,Medium,24,Yes
Banking,Female,Large,52,22,2,Medium,High,13,No
Banking,Male,Medium,18,23,4,Medium,Low,8,No
Banking,Female,Large,15,13,1,Low,Medium,2,No
Hospitality,Male,Medium,236,165,71,Medium,Medium,19,Yes
Banking,Female,Small,38,13,3,High,Medium,22,Yes
Health Care,Male,Small,35,42,16,Low,Medium,11,Yes
Banking,Male,Large,37,18,2,Medium,Medium,13,No
Banking,Male,Large,58,9,1,High,Medium,25,No
Hospitality,Male,Medium,437,199,86,Low,Medium,6,No
Health Care,Male,Medium,18,49,25,High,High,10,No
Banking,Female,Medium,17,7,1,High,Medium,2,No
Health Care,Female,Large,52,33,11,Medium,Low,19,No
Banking,Male,Small,24,11,2,Low,High,15,No
Health Care,Male,Medium,33,14,4,Medium,Medium,6,Yes
Banking,Male,Medium,23,6,1,Low,Medium,2,No
Health Care,Male,Medium,108,58,29,Low,High,1,No
Banking,Female,Medium,14,21,3,Medium,Low,24,No
Health Care,Male,Large,88,44,22,Medium,High,14,No
Banking,Female,Large,17,14,2,Medium,Medium,5,Yes
Hospitality,Male,Medium,250,282,172,Medium,Low,9,Yes
Banking,Female,Medium,19,25,2,High,Low,13,No
Hospitality,Male,Small,29,262,110,Low,Low,17,No
Hospitality,Male,Small,72,247,81,Low,Medium,4,No
Hospitality,Female,Small,71,264,143,High,Medium,11,Yes
Banking,Male,Large,21,14,1,Medium,Medium,16,No
Health Care,Female,Large,47,47,17,Low,Medium,13,Yes
Banking,Male,Large,24,22,3,Medium,Low,9,Yes
Hospitality,Male,Large,156,50,29,Medium,Low,13,Yes
Banking,Female,Small,21,13,2,High,Low,23,No
Banking,Female,Medium,20,5,1,Medium,Medium,16,Yes
Health Care,Female,Medium,75,40,16,High,Medium,6,Yes
Health Care,Male,Small,36,26,6,High,Medium,16,Yes
Health Care,Male,Large,66,30,17,High,Medium,6,Yes
Banking,Male,Large,25,15,2,Medium,High,11,Yes
Hospitality,Female,Small,89,162,67,Low,Medium,14,Yes
Banking,Female,Medium,23,11,1,Medium,Low,22,No
Banking,Male,Small,37,15,2,High,High,6,No
Health Care,Male,Large,64,41,23,Medium,Low,12,Yes
Banking,Male,Large,72,14,1,Medium,High,9,No
Health Care,Female,Medium,115,65,30,High,Medium,21,No
Banking,Female,Small,22,9,1,Low,Low,12,Yes
Health Care,Female,Small,25,50,16,High,Low,7,Yes
Health Care,Male,Small,25,21,7,High,High,4,No
Health Care,Female,Large,76,29,9,Medium,High,11,Yes
Banking,Male,Large,11,14,2,High,High,2,No
Hospitality,Male,Large,228,63,32,Low,Low,2,Yes
Banking,Female,Small,40,14,3,High,Low,11,No
Hospitality,Male,Small,76,194,77,Low,Low,1,Yes
Hospitality,Male,Small,111,168,67,Low,High,18,Yes
Banking,Male,Medium,23,8,1,Medium,Low,25,Yes
Hospitality,Male,Small,25,178,83,Low,Medium,23,Yes
Hospitality,Female,Small,100,178,105,Low,High,25,Yes
Health Care,Male,Large,44,42,18,Low,Low,5,Yes
Health Care,Male,Medium,78,58,25,High,High,14,Yes
Health Care,Female,Large,74,41,19,High,Low,25,Yes
Banking,Male,Large,85,18,2,Low,Low,5,Yes
Banking,Male,Large,34,20,2,Medium,Low,6,No
Hospitality,Female,Large,115,77,41,Medium,Medium,7,Yes
Health Care,Male,Medium,69,35,13,Low,Low,10,Yes
Health Care,Male,Large,65,30,17,High,Low,20,No
Banking,Male,Large,80,22,4,Medium,Medium,11,Yes
Banking,Male,Small,25,8,1,Medium,Low,20,No
Banking,Female,Small,26,13,2,Medium,Low,24,No
Banking,Male,Small,45,14,3,Medium,Medium,2,No
Hospitality,Female,Small,70,192,75,Medium,Medium,7,Yes
Health Care,Female,Small,34,56,14,Medium,Medium,19,Yes
Hospitality,Male,Medium,351,167,51,High,Low,22,Yes
Health Care,Female,Large,87,43,21,Low,Low,22,Yes
Banking,Male,Small,20,10,2,Low,Low,19,Yes
Health Care,Male,Medium,92,37,17,Low,Low,2,No
Hospitality,Female,Small,93,161,80,Low,Medium,24,No
Banking,Male,Small,42,10,2,Low,Medium,21,No
Health Care,Male,Large,39,33,11,High,High,24,Yes
Hospitality,Male,Large,198,53,31,Low,Low,19,Yes
Banking,Male,Large,71,20,3,Low,High,8,Yes
Banking,Female,Large,71,13,2,Medium,Medium,5,No
Health Care,Male,Small,26,15,5,Low,Medium,23,No
Health Care,Male,Large,68,31,16,Low,Low,1,No
Banking,Male,Small,37,20,2,Low,Medium,11,No
Hospitality,Female,Medium,334,296,173,Low,Low,18,Yes
Banking,Male,Small,34,16,3,Medium,Medium,25,No
Health Care,Female,Large,68,35,18,Medium,Medium,2,Yes
Banking,Male,Large,81,9,0,Medium,Medium,5,Yes
Hospitality,Female,Medium,131,308,196,Low,Medium,10,Yes
Hospitality,Male,Medium,173,51,20,Medium,Medium,4,Yes
Health Care,Male,Large,85,41,13,Medium,Low,8,Yes
Hospitality,Male,Small,108,48,26,High,High,13,Yes
Banking,Female,Small,27,10,1,Medium,Medium,8,Yes
Hospitality,Male,Small,73,197,100,Low,Low,10,Yes
Hospitality,Male,Large,154,33,11,High,Medium,11,Yes
Health Care,Female,Large,81,38,17,Medium,Medium,18,Yes
Banking,Male,Small,42,15,3,High,Medium,17,Yes
Health Care,Male,Medium,105,32,8,High,Low,15,Yes
Health Care,Female,Large,78,32,10,High,Low,20,Yes
Hospitality,Female,Small,92,33,16,Medium,Medium,10,Yes
Hospitality,Male,Small,102,106,33,Medium,Medium,22,Yes
Hospitality,Male,Medium,382,93,30,Medium,Medium,13,Yes
Health Care,Male,Large,51,35,15,Medium,High,21,Yes
Hospitality,Female,Medium,260,298,190,Medium,High,23,Yes
Hospitality,Male,Medium,213,280,103,Medium,Medium,24,Yes
Banking,Male,Small,39,11,2,Medium,Medium,20,No
Hospitality,Male,Small,76,162,69,Medium,Low,20,Yes
Banking,Male,Large,63,21,3,Medium,High,10,Yes
Hospitality,Female,Small,46,142,58,Low,High,3,Yes
Banking,Male,Large,46,10,1,Medium,Medium,23,No
Health Care,Female,Small,36,41,12,Medium,Low,18,No
Health Care,Female,Medium,120,26,6,Low,High,9,Yes
Hospitality,Female,Medium,378,149,92,Low,High,20,Yes
Hospitality,Male,Medium,215,135,84,High,Low,14,Yes
Hospitality,Male,Large,212,38,16,Medium,Low,2,Yes
Health Care,Female,Large,50,39,17,Medium,Low,24,Yes
Banking,Male,Medium,11,14,1,High,Medium,21,No
Banking,Female,Medium,25,5,0,High,High,13,Yes
Hospitality,Male,Small,107,40,19,Low,High,9,No
Health Care,Female,Small,36,24,9,Medium,High,6,Yes
Health Care,Male,Small,38,58,28,High,High,7,Yes
Banking,Female,Large,48,19,3,Medium,High,15,Yes
Health Care,Female,Small,39,23,4,High,High,13,Yes
Hospitality,Male,Large,95,41,15,High,Medium,7,No
Hospitality,Female,Medium,421,297,89,Low,Low,7,Yes
Health Care,Female,Medium,32,42,13,High,High,24,No
Hospitality,Female,Small,51,112,37,Medium,Medium,15,Yes
Hospitality,Female,Medium,258,82,41,Medium,Medium,23,Yes
Hospitality,Male,Medium,201,207,116,Low,Low,11,No
Hospitality,Female,Large,103,45,26,Medium,Medium,17,No
Banking,Male,Small,18,17,3,Medium,Low,25,No
Hospitality,Male,Medium,103,155,73,High,High,23,Yes
Banking,Male,Medium,15,22,4,High,Medium,6,Yes
Health Care,Male,Small,31,45,14,Medium,High,24,No
Health Care,Male,Small,30,52,22,Low,Low,17,No
Health Care,Male,Large,80,37,12,Medium,Low,9,Yes
Hospitality,Female,Medium,57,217,70,Medium,Low,25,Yes
Health Care,Male,Medium,13,35,16,Medium,High,5,Yes
Hospitality,Female,Large,105,84,45,Low,High,18,No
Hospitality,Female,Medium,351,173,111,Low,Low,9,Yes
Banking,Male,Medium,22,9,1,Medium,High,5,Yes
Banking,Male,Small,24,9,2,Low,Low,1,No
Hospitality,Female,Small,78,187,104,Low,High,24,Yes
Health Care,Male,Small,33,15,5,Medium,High,17,Yes
Banking,Male,Large,82,15,2,Low,Low,17,Yes
Health Care,Male,Large,84,28,11,Medium,High,1,Yes
Hospitality,Male,Small,83,109,54,Low,Medium,12,Yes
Hospitality,Male,Large,173,70,25,Medium,High,12,Yes
Banking,Male,Large,62,20,2,High,High,20,No
Hospitality,Male,Large,115,73,37,Low,High,3,Yes
Hospitality,Male,Large,194,46,18,Low,Medium,25,No
Health Care,Female,Large,56,47,26,Low,High,5,Yes
Health Care,Male,Small,33,27,9,High,Medium,10,Yes
Banking,Male,Medium,18,21,2,Low,High,7,Yes
Hospitality,Female,Small,101,90,42,High,High,1,No
Banking,Male,Medium,16,20,4,Low,High,16,Yes
Health Care,Female,Large,83,33,10,High,Medium,22,Yes
Hospitality,Male,Medium,273,323,134,High,Medium,4,Yes
Banking,Male,Large,30,11,1,Low,Low,12,Yes
Hospitality,Male,Medium,82,37,16,High,Low,12,Yes
Hospitality,Male,Medium,288,138,63,High,High,12,Yes
Hospitality,Female,Large,168,52,16,Medium,Low,14,No
Health Care,Male,Large,57,45,23,Low,High,21,No
Hospitality,Male,Large,90,48,28,Low,Low,22,Yes
Hospitality,Male,Medium,393,151,92,Medium,Low,12,Yes
Hospitality,Male,Medium,299,207,84,Medium,Low,13,No
Banking,Male,Medium,22,7,0,Low,High,23,No
Banking,Female,Large,78,15,2,High,Medium,13,Yes
Hospitality,Female,Large,135,72,23,Low,High,20,Yes
Health Care,Female,Small,30,48,12,High,Medium,1,No
Health Care,Male,Large,89,48,16,Medium,High,20,Yes
Health Care,Male,Large,85,50,22,Medium,Medium,3,No
Banking,Male,Large,11,14,1,Low,High,22,No
Health Care,Female,Large,73,44,24,Low,Low,1,Yes
Hospitality,Male,Large,149,36,19,Medium,High,23,No
Hospitality,Female,Medium,278,232,90,High,Low,4,Yes
Health Care,Female,Large,69,29,9,High,Low,12,Yes
Health Care,Female,Small,36,36,8,Medium,Low,10,Yes
Hospitality,Male,Small,111,154,68,Low,High,21,Yes
Hospitality,Female,Large,124,27,9,Low,Low,12,Yes
Health Care,Female,Large,52,41,13,Low,High,25,No
Banking,Female,Small,45,8,2,High,High,16,No
Health Care,Male,Medium,74,59,30,High,Low,16,Yes
Health Care,Male,Large,47,32,16,High,High,1,Yes
Hospitality,Male,Large,108,58,27,Medium,Medium,3,No
Health Care,Male,Large,84,37,12,Medium,Low,13,Yes
Hospitality,Male,Small,80,115,58,Low,Low,20,Yes
Banking,Female,Small,36,18,4,Low,Low,13,No
Banking,Male,Large,78,12,1,Low,High,16,No
Health Care,Male,Medium,88,24,7,High,Medium,24,Yes
Health Care,Female,Medium,16,24,7,High,High,4,No
Hospitality,Male,Small,122,249,140,High,High,1,Yes
Hospitality,Male,Large,163,52,17,High,Medium,8,Yes
Banking,Male,Medium,13,23,2,Low,Medium,23,Yes
Hospitality,Female,Small,56,308,113,Low,Low,13,Yes
Hospitality,Female,Small,51,51,23,Medium,High,11,Yes
